strike,ce_oi,ce_coi_day,pe_oi,pe_coi_day,timestamp,spot_price
15000,0,0,1726,150,2026-09-24 09:23:50,23249.0
16500,0,0,2074,21,2026-09-24 09:23:50,23249.0
18000,12,0,12579,175,2026-09-24 09:23:50,23249.0
19500,1786,0,18396,344,2026-09-24 09:23:50,23249.0
21000,6853,-1,138632,-748,2026-09-24 09:23:50,23249.0
21350,0,0,31102,79,2026-09-24 09:23:50,23249.0
21400,1,0,37114,-2983,2026-09-24 09:23:50,23249.0
21450,0,0,2500,-189,2026-09-24 09:23:50,23249.0
21500,1,0,58226,-775,2026-09-24 09:23:50,23249.0
21550,0,0,1519,73,2026-09-24 09:23:50,23249.0
21600,651,0,13171,-528,2026-09-24 09:23:50,23249.0
21650,1,0,2211,61,2026-09-24 09:23:50,23249.0
21700,0,0,15541,360,2026-09-24 09:23:50,23249.0
21750,1,0,2773,795,2026-09-24 09:23:50,23249.0
21800,1,0,22819,2493,2026-09-24 09:23:50,23249.0
21850,1,0,2741,358,2026-09-24 09:23:50,23249.0
21900,8,0,12114,-428,2026-09-24 09:23:50,23249.0
21950,2,0,3974,-223,2026-09-24 09:23:50,23249.0
22000,10605,-52,108671,-4148,2026-09-24 09:23:50,23249.0
22050,1,0,4227,95,2026-09-24 09:23:50,23249.0
22100,18,0,16301,1195,2026-09-24 09:23:50,23249.0
22150,7,0,4205,709,2026-09-24 09:23:50,23249.0
22200,82,0,42850,666,2026-09-24 09:23:50,23249.0
22250,5,0,11133,2303,2026-09-24 09:23:50,23249.0
22300,18,0,39314,476,2026-09-24 09:23:50,23249.0
22350,1,0,8730,1514,2026-09-24 09:23:50,23249.0
22400,12,1,33197,-1925,2026-09-24 09:23:50,23249.0
22450,8,0,9073,583,2026-09-24 09:23:50,23249.0
22500,8015,-50,111843,-11061,2026-09-24 09:23:50,23249.0
22550,13,0,14885,-343,2026-09-24 09:23:50,23249.0
22600,135,20,43022,-9563,2026-09-24 09:23:50,23249.0
22650,712,11,31098,-1335,2026-09-24 09:23:50,23249.0
22700,537,87,58328,-1628,2026-09-24 09:23:50,23249.0
22750,519,6,24318,1792,2026-09-24 09:23:50,23249.0
22800,4338,192,104417,5966,2026-09-24 09:23:50,23249.0
22850,389,45,39108,2052,2026-09-24 09:23:50,23249.0
22900,2547,259,66629,-7307,2026-09-24 09:23:50,23249.0
22950,1329,712,33453,3342,2026-09-24 09:23:50,23249.0
23000,28007,7457,173509,-21502,2026-09-24 09:23:50,23249.0
23050,2587,1350,35300,8427,2026-09-24 09:23:50,23249.0
23100,16361,7556,65022,4500,2026-09-24 09:23:50,23249.0
23150,9352,5697,34631,2119,2026-09-24 09:23:50,23249.0
23200,67384,44739,106422,10900,2026-09-24 09:23:50,23249.0
23250,63287,48042,62234,4345,2026-09-24 09:23:50,23249.0
23300,117768,53762,128632,-13068,2026-09-24 09:23:50,23249.0
23350,39862,15387,31336,-29887,2026-09-24 09:23:50,23249.0
23400,146411,29596,119647,-58734,2026-09-24 09:23:50,23249.0
23450,83266,23855,32944,-24488,2026-09-24 09:23:50,23249.0
23500,174240,16054,102256,-18057,2026-09-24 09:23:50,23249.0
23550,67964,5889,8462,-2489,2026-09-24 09:23:50,23249.0
23600,95037,-11860,26065,-2014,2026-09-24 09:23:50,23249.0
23650,42481,-5851,4659,-683,2026-09-24 09:23:50,23249.0
23700,105296,4194,15043,-1134,2026-09-24 09:23:50,23249.0
23750,35596,162,3877,-45,2026-09-24 09:23:50,23249.0
23800,112253,-13498,22928,-202,2026-09-24 09:23:50,23249.0
23850,40666,-2184,2055,-5,2026-09-24 09:23:50,23249.0
23900,105829,-4053,14350,-115,2026-09-24 09:23:50,23249.0
23950,22014,-894,2165,7,2026-09-24 09:23:50,23249.0
24000,238320,2943,81132,181,2026-09-24 09:23:50,23249.0
24050,56900,-2293,1262,0,2026-09-24 09:23:50,23249.0
24100,69990,4711,8563,299,2026-09-24 09:23:50,23249.0
24150,21645,3253,2064,0,2026-09-24 09:23:50,23249.0
24200,96037,2495,22247,-204,2026-09-24 09:23:50,23249.0
24250,19808,1568,2232,-2,2026-09-24 09:23:50,23249.0
24300,90338,3694,42360,-76,2026-09-24 09:23:50,23249.0
24350,16172,1001,4674,0,2026-09-24 09:23:50,23249.0
24400,64711,2177,26905,-419,2026-09-24 09:23:50,23249.0
24450,9023,-39,1181,0,2026-09-24 09:23:50,23249.0
24500,149850,13113,37590,-717,2026-09-24 09:23:50,23249.0
24550,11947,94,710,0,2026-09-24 09:23:50,23249.0
24600,58548,1364,9753,0,2026-09-24 09:23:50,23249.0
24650,9518,-209,531,0,2026-09-24 09:23:50,23249.0
24700,56978,-1800,3277,0,2026-09-24 09:23:50,23249.0
24750,6215,21,386,0,2026-09-24 09:23:50,23249.0
24800,66242,-627,4726,0,2026-09-24 09:23:50,23249.0
24850,2559,178,175,0,2026-09-24 09:23:50,23249.0
24900,37259,-84,1134,0,2026-09-24 09:23:50,23249.0
24950,2127,298,71,0,2026-09-24 09:23:50,23249.0
25000,181299,-677,25486,-920,2026-09-24 09:23:50,23249.0
25050,1499,-12,53,0,2026-09-24 09:23:50,23249.0
25100,19935,-25,1373,0,2026-09-24 09:23:50,23249.0
25150,2013,-18,26,0,2026-09-24 09:23:50,23249.0
25200,13703,-304,1162,0,2026-09-24 09:23:50,23249.0
25250,971,-54,34,0,2026-09-24 09:23:50,23249.0
25300,9704,486,419,0,2026-09-24 09:23:50,23249.0
25350,472,-38,16,0,2026-09-24 09:23:50,23249.0
25400,5286,22,329,0,2026-09-24 09:23:50,23249.0
25450,619,23,9,0,2026-09-24 09:23:50,23249.0
25500,50905,1016,18160,0,2026-09-24 09:23:50,23249.0
25550,1827,176,6,0,2026-09-24 09:23:50,23249.0
25600,4327,-136,448,0,2026-09-24 09:23:50,23249.0
25650,606,-71,8,0,2026-09-24 09:23:50,23249.0
25700,4449,-55,173,0,2026-09-24 09:23:50,23249.0
25750,296,-8,4,0,2026-09-24 09:23:50,23249.0
25800,6450,19,323,0,2026-09-24 09:23:50,23249.0
25850,318,72,0,0,2026-09-24 09:23:50,23249.0
25900,2410,-2,69,0,2026-09-24 09:23:50,23249.0
25950,394,66,1,0,2026-09-24 09:23:50,23249.0
26000,50193,-463,25666,-11,2026-09-24 09:23:50,23249.0
26050,321,119,4,0,2026-09-24 09:23:50,23249.0
26100,366,-37,144,0,2026-09-24 09:23:50,23249.0
26150,429,216,1,0,2026-09-24 09:23:50,23249.0
26200,2806,244,563,0,2026-09-24 09:23:50,23249.0
26250,373,45,0,0,2026-09-24 09:23:50,23249.0
26300,1817,20,1104,0,2026-09-24 09:23:50,23249.0
26350,173,122,0,0,2026-09-24 09:23:50,23249.0
26400,386,47,44,0,2026-09-24 09:23:50,23249.0
26450,257,50,0,0,2026-09-24 09:23:50,23249.0
26500,12967,30,12337,0,2026-09-24 09:23:50,23249.0
26550,155,17,0,0,2026-09-24 09:23:50,23249.0
26600,677,124,0,0,2026-09-24 09:23:50,23249.0
26650,310,169,0,0,2026-09-24 09:23:50,23249.0
26700,353,253,0,0,2026-09-24 09:23:50,23249.0
26750,599,415,1,0,2026-09-24 09:23:50,23249.0
26800,271,58,21,0,2026-09-24 09:23:50,23249.0
26850,227,60,0,0,2026-09-24 09:23:50,23249.0
26900,271,161,1,0,2026-09-24 09:23:50,23249.0
